"","retweeter","retweeted"
"64578","EmmaSegasture","RaiseUpfor15"
"64579","catlover1943","ATLRaiseUp"
"64580","Bernie_Facts","People4Bernie"
"64581","CihanUgural","chifightfor15"
"64582","Ronraj777","People4Bernie"
"64583","marilynrbush","People4Bernie"
"64584","cclovephd","People4Bernie"
"64585","BernProgressive","People4Bernie"
"64586","mldy1988","fightfor15"
"64587","tumbrelista","People4Bernie"
"64588","CalPro","fightfor15"
"64589","KeyKristy","chifightfor15"
"64590","DeLisaHoliday","chifightfor15"
"64591","apollomystics","RaiseUpfor15"
"64592","wavesofeuphoria","Show_Me15"
"64593","shannonthebull","fightfor15"
"64594","Donengene","chifightfor15"
"64595","Donengene","Show_Me15"
"64596","wavesofeuphoria","RaiseUpfor15"
"64597","VirtuallyMee","SEIULocal1"
"64598","MoveOnAustin","AFSCME"
"64599","MoveOnAustin","DemAwakening"
"64600","IamMee313","SEIULocal1"
"64601","billm9","fightfor15"
"64602","OBeirnekids","DemAwakening"
"64603","liberalfarmer","fightfor15"
"64604","plannis","jwjnational"
"64605","grannyso","chifightfor15"
"64606","Cavechild","fightfor15"
"64607","timkavanagh1200","RaiseUpfor15"
"64608","grannyso","FastFoodForward"
"64609","trisarasaur","GoodAirports"
"64610","lpt621","RaiseUpfor15"
"64611","lpt621","ATLRaiseUp"
"64612","markburgerenerg","chifightfor15"
"64613","DReaDPiRaTe9","Show_Me15"
"64614","crimsonboudoir","RaiseUpfor15"
"64615","rjber15","fightfor15"
"64616","NotConnorInTheN","fightfor15"
"64617","CyborgSnuggles","fightfor15"
"64618","proletariatrev","Show_Me15"
"64619","crimsonboudoir","ATLRaiseUp"
"64620","rjber15","GoodAirports"
"64621","AnnieMcCarren","chifightfor15"
"64622","RobinTryloff","fightfor15"
"64623","dhartk","Fightfor15LA"
"64624","markburgerenerg","Fightfor15LA"
"64625","dogstar7tweets","Fightfor15LA"
"64626","0103lrl","littleredblog"
"64627","CassieEl4","littleredblog"
"64628","crimsonboudoir","chifightfor15"
"64629","LongfellowJean","RaiseUpfor15"
"64630","LongfellowJean","ATLRaiseUp"
"64631","LongfellowJean","standup_kc"
"64632","LongfellowJean","FastFoodForward"
"64633","rjber15","Fightfor15LA"
"64634","LongfellowJean","chifightfor15"
"64635","LongfellowJean","GoodAirports"
"64636","rjber15","Detroit_15"
"64637","fightfor15","GoodAirports"
"64638","brokencarpenter","FastFoodForward"
"64639","brokencarpenter","standup_kc"
"64640","HoodedMan","chifightfor15"
"64641","MontriciaHubba1","RaiseUpfor15"
"64642","Lady_Bluebug","Show_Me15"
"64643","EmmaSegasture","chifightfor15"
"64644","rjber15","RaiseUpfor15"
"64645","rjber15","ATLRaiseUp"
"64646","rjber15","standup_kc"
"64647","carmic14","RaiseUpfor15"
"64648","rjber15","FastFoodForward"
"64649","MoomjyN","littleredblog"
"64650","rjber15","chifightfor15"
"64651","ProfKCW","littleredblog"
"64652","fightfor15","Detroit_15"
"64653","BernProgressive","chifightfor15"
"64654","PaprikaPink","FastFoodForward"
"64655","dogstar7tweets","chifightfor15"
"64656","fightfor15","Fightfor15LA"
"64657","NancyWonderful","chifightfor15"
"64658","fightfor15","Show_Me15"
"64659","therealzanetta","littleredblog"
"64660","LindaMNoonan","dscharfGlobe"
"64661","fightfor15","chifightfor15"
"64662","umbyrella","FastFoodForward"
"64663","fightfor15","chifightfor15"
"64664","fightfor15","FastFoodForward"
"64665","fightfor15","standup_kc"
"64666","fightfor15","ATLRaiseUp"
"64667","EvansSenri","jwjnational"
"64668","fightfor15","RaiseUpfor15"
"64669","brokencarpenter","RaiseUpfor15"
"64670","lakesideliberal","Fightfor15LA"
"64671","chifightfor15","Fightfor15LA"
"64672","laj177","FastFoodForward"
"64673","ka_ashe","Fightfor15LA"
"64674","rjber15","Fightfor15LA"
"64675","rjber15","Fightfor15LA"
"64676","rjber15","Fightfor15LA"
"64677","rjber15","Fightfor15LA"
"64678","chifightfor15","RaiseUpfor15"
"64679","LisaRung","chifightfor15"
"64680","laj177","fightfor15"
"64681","MichaelLevin11","chifightfor15"
"64682","mpactus","DemAwakening"
"64683","BernProgressive","RoseAnnDeMoro"
"64684","janeaustin12","RoseAnnDeMoro"
"64685","usedtobgop","Show_Me15"
"64686","JohnABusinger","JamieEldridgeMA"
"64687","LisaRung","Fightfor15LA"
"64688","cholly108","fightfor15"
"64689","allman1100","RaiseUpfor15"
"64690","allman1100","Show_Me15"
"64691","Triszam","FightFor15WI"
"64692","laj177","fightfor15"
"64693","laj177","fightfor15"
"64694","laj177","Show_Me15"
"64695","MC_MikeCheck","fightfor15"
"64696","jenwofford67","fightfor15"
"64697","galtzo","chifightfor15"
"64698","massteacher","RaiseUpMA"
"64699","lynnbaylor1","Show_Me15"
"64700","Merton_G3","RaiseUpfor15"
"64701","MicheleRSimon","RaiseUpfor15"
"64702","bmintonmarshall","fightfor15"
"64703","MicheleRSimon","RaiseUpfor15"
"64704","lynnbaylor1","AFSCME"
"64705","CCCAction","RaiseUpfor15"
"64706","livinghispanic","LatinoNetworks"
"64707","akeleven","fightfor15"
"64708","tmcpgh","fightfor15"
"64709","olivers1mom","RobinHoodTax"
"64710","rylan7","fightfor15"
"64711","joefirestonephd","jwjnational"
"64712","WendyVM3","jwjnational"
"64713","rcrockett","AFSCME"
"64714","simply1m3","FF15ChildCare"
"64715","IAMChrisEdward","fightfor15"
"64716","RetailAction","jwjnational"
"64717","CAJillybean","DemAwakening"
"64718","KrasherOx","chifightfor15"
"64719","rjber15","fightfor15"
"64720","KnightmjaKnight","fightfor15"
"64721","NotConnorInTheN","fightfor15"
"64722","WeAreAllEarth","fightfor15"
"64723","janeinak","jwjnational"
"64724","eileen_boris","chifightfor15"
"64725","LawrenceRogue","RaiseUpMA"
"64726","Jaw_Air","fightfor15"
"64727","angelamjansen","DemAwakening"
"64728","leverage4peace","chifightfor15"
"64729","LocalProgress","fightfor15"
"64730","shiragreenbean","15NowMN"
"64731","MasterHellKat","fightfor15"
"64732","LindaRockey52","jwjnational"
"64733","KimWill007","DemAwakening"
"64734","KnightmjaKnight","fightfor15"
"64735","KnightmjaKnight","fightfor15"
"64736","topjob66t","AFSCME"
"64737","JanieceStaton","DemAwakening"
"64738","Luis4workingFAM","AFSCME"
"64739","urbanista01","AFSCME"
"64740","jorjadavis","LatinoNetworks"
"64741","kewlwill","fightfor15"
"64742","kittykittycartm","FastFoodForward"
"64743","blueghosties","truthmashup"
"64744","jean_pins","CTUL_TC"
"64745","jean_pins","15NowMN"
"64746","9Francioni","chifightfor15"
"64747","fredk9vegan","chifightfor15"
"64748","MooreForAll953","chifightfor15"
"64749","1of6Cross","FastFoodForward"
"64750","kevensets","chifightfor15"
"64751","chellobop","fightfor15"
"64752","Jeannie___Marie","truthmashup"
"64753","WEHAVEAFUTURE","rwest817"
"64754","LynnePatalano","sierraclub"
"64755","WEHAVEAFUTURE","fightfor15"
"64756","WEHAVEAFUTURE","fightfor15"
"64757","WEHAVEAFUTURE","fightfor15"
"64758","WEHAVEAFUTURE","fightfor15"
"64759","WEHAVEAFUTURE","fightfor15"
"64760","KeyKristy","fightfor15"
"64761","_green_mountain","fightfor15"
"64762","WTUTeacher","chifightfor15"
"64763","NoHoTen","AFSCME"
"64764","diddymcc","Fightfor15LA"
"64765","rr60v0","RoseAnnDeMoro"
"64766","KevineB_CACY","Show_Me15"
"64767","BrittColacicco","Fightfor15LA"
"64768","DiverseTerps","fightfor15"
"64769","grnbltbridge","CTUL_TC"
"64770","LeenvanderList","rwest817"
"64771","ahnonymous_a","WAProgressive"
"64772","simply1m3","chifightfor15"
"64773","disruptivedigit","fightfor15"
"64774","intelligentwf","fightfor15"
"64775","intelligentwf","rwest817"
"64776","intelligentwf","Show_Me15"
"64777","MarieJenkins10","sierraclub"
"64778","MarieJenkins10","fightfor15"
"64779","Konducta4LFE","fightfor15"
"64780","llarks","fightfor15"
"64781","BardOfEarth","Fightfor15LA"
"64782","BernToTheFuture","Deir_in_DC"
"64783","MarieJenkins10","350"
"64784","juliacreinhart","OccupyWallStNYC"
"64785","raffi_too","fightfor15"
"64786","Floetry3","fightfor15"
"64787","tootingscot","chifightfor15"
"64788","jones410","fightfor15"
"64789","EdwardEdsilva","fightfor15"
"64790","Floetry3","fightfor15"
"64791","ArtEdwardo","Fightfor15LA"
"64792","ArtEdwardo","fightfor15"
"64793","XonEarth","fightfor15"
"64794","a_trochemoche","fightfor15"
"64795","JaaaaayCeeeee","RaiseUpfor15"
"64796","AwesomeForever","Show_Me15"
"64797","ninnynoomy","fightfor15"
"64798","raffi_too","fightfor15"
"64799","kentuckyprophet","chifightfor15"
"64800","minomazz","chifightfor15"
"64801","minomazz","Show_Me15"
"64802","JaaaaayCeeeee","RoseAnnDeMoro"
"64803","ParadiseGray","chifightfor15"
"64804","lindasm87705438","chifightfor15"
"64805","lindasm87705438","Show_Me15"
"64806","progrsvlysmartr","Fightfor15LA"
"64807","Titasista","Show_Me15"
"64808","Titasista","chifightfor15"
"64809","MaryKayHenry","chifightfor15"
"64810","MaryKayHenry","Show_Me15"
"64811","starshollowgzt","chifightfor15"
"64812","SEIU","Show_Me15"
"64813","SEIU","chifightfor15"
"64814","modchester","chifightfor15"
"64815","BernCalifornia","Fightfor15LA"
"64816","PeacePoppy2016","scapelliti"
"64817","JustinTyme5","fightfor15"
"64818","oaklandbern","scapelliti"
"64819","mamiedorothy","fightfor15"
"64820","VoicesRev","standup_kc"
"64821","VoicesRev","squidartdotcom"
"64822","Wendy_Astrology","Fightfor15LA"
"64823","MattFerryTNEZ","jwjnational"
"64824","SOCM","jwjnational"
"64825","COJWJ","jwjnational"
"64826","deborahjlundy","jwjnational"
"64827","organizing_lab","jwjnational"
"64828","Confiserie_903","H_C_T_N"
"64829","NorcalCPUSA","fightfor15"
"64830","nancymargaret41","chifightfor15"
"64831","jimdiljes","ReelectBernie"
"64832","still_berning","RobinHoodTax"
"64833","chickendorukwom","Fightfor15LA"
"64834","still_berning","Fightfor15LA"
"64835","Mitch_John573","Fightfor15LA"
"64836","Thorn215","Fightfor15LA"
"64837","azannaphx","fightfor15"
"64838","LeoMaleyMA","RoseAnnDeMoro"
"64839","danielhuynh98","fightfor15"
"64840","sjcnj","chifightfor15"
"64841","miracle2x","fightfor15"
"64842","PopulistDemand","AFSCME"
"64843","MariaVukmir","Fightfor15LA"
"64844","NotConnorInTheN","fightfor15"
"64845","disruptivedigit","fightfor15"
"64846","LaborNerd","rwest817"
"64847","audispeak","fightfor15"
"64848","Iron__Mike","Fightfor15LA"
"64849","grandmaofanange","fightfor15"
"64850","jures","RaiseUpfor15"
"64851","frannie1225","Fightfor15LA"
"64852","banditelli","Fightfor15LA"
"64853","pharbo","RobinHoodTax"
"64854","CantDullMySpark","fightfor15"
"64855","_Anunnery","scapelliti"
"64856","SamiliaBeaubru2","fightfor15"
"64857","SamiliaBeaubru2","fightfor15"
"64858","mesquitepenny","RoseAnnDeMoro"
"64859","CameronLV","fightfor15"
"64860","CameronLV","Show_Me15"
"64861","LongfellowJean","fightfor15"
"64862","demfemme","fightfor15"
"64863","michell45874263","AFSCME"
"64864","The_book_girl","RaiseUpfor15"
"64865","RebelJayRaye","RaiseUpfor15"
"64866","oscarperezpt","chifightfor15"
"64867","oscarperezpt","RoseAnnDeMoro"
"64868","catlover1943","fightfor15"
"64869","demfemme","fightfor15"
"64870","oscarperezpt","fightfor15"
"64871","roycejones22","RaiseUpfor15"
"64872","esme35975435","fightfor15"
"64873","NotConnorInTheN","fightfor15"
"64874","lawatmargins","fightfor15"
"64875","SocialWorkersRJ","fightfor15"
"64876","rjber15","fightfor15"
"64877","Oligarchs_Suck","RaiseUpfor15"
"64878","gratefulcheddar","chifightfor15"
"64879","jade_nyc","GoodJobsNation"
"64880","EsmaelGonzales","fightfor15"
"64881","barbs73","fightfor15"
"64882","romsenzzz","H_C_T_N"
"64883","Purplegarter1","fightfor15"
"64884","Longshoremen54","fightfor15"
"64885","KofiAdemola","chifightfor15"
"64886","Purplegarter1","OccupyWallStNYC"
"64887","Sarah_Saheb","GoodAirports"
"64888","adelagenoves","RobinHoodTax"
"64889","KayS57","ATLRaiseUp"
"64890","JanieceStaton","sierraclub"
"64891","JanieceStaton","fightfor15"
"64892","JanieceStaton","fightfor15"
"64893","JanieceStaton","fightfor15"
"64894","JanieceStaton","fightfor15"
"64895","JanieceStaton","fightfor15"
"64896","JanieceStaton","fightfor15"
"64897","JanieceStaton","fightfor15"
"64898","JanieceStaton","fightfor15"
"64899","nitecrawler1867","scapelliti"
"64900","LbrTandJust4all","RaiseUpfor15"
"64901","Pyrokitteh","scapelliti"
"64902","LbrTandJust4all","Fightfor15LA"
"64903","disruptivedigit","squidartdotcom"
"64904","scapelliti","squidartdotcom"
"64905","timm_emily","fightfor15"
"64906","hazy_violette","fightfor15"
"64907","DemAwakening","fightfor15"
"64908","safemanusa","squidartdotcom"
"64909","safemanusa","scapelliti"
"64910","vannigio3","fightfor15"
"64911","CAJillybean","scapelliti"
"64912","belost68","kama_yam"
"64913","geodans","fightfor15"
"64914","LongfellowJean","fightfor15"
"64915","LongfellowJean","fightfor15"
"64916","LongfellowJean","fightfor15"
"64917","Helena_Torry","fightfor15"
"64918","AlliCinema","ILoveBernie1"
"64919","CTUL_TC","15NowMN"
"64920","NotConnorInTheN","fightfor15"
"64921","ericserati68","RaiseUpfor15"
"64922","ghostraven8","H_C_T_N"
"64923","HajjiADavis","democracynow"
"64924","squidartdotcom","Fightfor15LA"
"64925","Mac4RFW","fightfor15"
"64926","ericserati68","fightfor15"
"64927","shannonthebull","fightfor15"
"64928","rjber15","fightfor15"
"64929","AditiJuneja3","fightfor15"
"64930","ACahMak","sierraclub"
"64931","boomer4bernie","scapelliti"
"64932","leftnotright","fightfor15"
"64933","thenewstorm","chifightfor15"
"64934","Jordanapomeranz","GoodAirports"
"64935","GAAB_RAiny","H_C_T_N"
"64936","WesKnuckle","rwest817"
"64937","myanik","rwest817"
"64938","tizutyanchiz","Fightfor15LA"
"64939","tizutyanchiz","RaiseUpfor15"
"64940","tizutyanchiz","FF15ChildCare"
"64941","tizutyanchiz","FF15ChildCare"
"64942","tizutyanchiz","FastFoodForward"
"64943","tizutyanchiz","OccupyWallStNYC"
"64944","tizutyanchiz","chifightfor15"
"64945","tizutyanchiz","chifightfor15"
"64946","russtofferson","fightfor15"
"64947","tizutyanchiz","RaiseUpfor15"
"64948","tizutyanchiz","Fightfor15LA"
"64949","tizutyanchiz","fightfor15texas"
"64950","tizutyanchiz","fightfor15"
"64951","tizutyanchiz","fightfor15"
"64952","tizutyanchiz","fightfor15"
"64953","neverfutile","bad_bad_bernie"
"64954","tizutyanchiz","FastFoodForward"
"64955","tizutyanchiz","FastFoodForward"
"64956","tizutyanchiz","FastFoodForward"
"64957","tizutyanchiz","fightfor15"
"64958","tizutyanchiz","fightfor15"
"64959","tizutyanchiz","fightfor15"
"64960","tizutyanchiz","fightfor15"
"64961","SamiliaBeaubru2","fightfor15"
"64962","RichSyndicat","fightfor15"
"64963","RichSyndicat","fightfor15"
"64964","KimWill007","Fightfor15LA"
"64965","girlzinger","AFSCME"
"64966","upwithmike","RaiseUpfor15"
"64967","TheCliffC3","fightfor15"
"64968","Forbrydelsenfan","scapelliti"
"64969","wccjtsan","scapelliti"
"64970","annmarie309","jwjnational"
"64971","annmarie309","fightfor15"
"64972","rjber15","fightfor15"
"64973","NotConnorInTheN","fightfor15"
"64974","Mac4RFW","fightfor15"
"64975","WoobieTuesday","scapelliti"
"64976","WoobieTuesday","scapelliti"
"64977","nande_san","RaiseUpfor15"
"64978","What_About_BobF","fightfor15"
"64979","JUNEKIMBARBIE","Fightfor15LA"
"64980","uawlocal737","RaiseUpfor15"
"64981","JoeSimoes2","fightfor15"
"64982","JoeSimoes2","fightfor15"
"64983","uawlocal737","AFSCME"
"64984","etg219","fightfor15"
"64985","Twostepmike","fightfor15"
"64986","abcorpus","chifightfor15"
"64987","ginafole","fightfor15"
"64988","uawlocal737","OccupyWallStNYC"
"64989","exposethetpp17","ATLRaiseUp"
"64990","Long_Archer","fightfor15"
"64991","glamama","fightfor15"
"64992","annares","chifightfor15"
"64993","rabbetton","fightfor15"
"64994","sweetgreatmom","RoseAnnDeMoro"
"64995","SteveKarol","RaiseUpfor15"
"64996","nebrgenius","fightfor15"
"64997","exposethetpp17","ATLRaiseUp"
"64998","rjsulzer","RoseAnnDeMoro"
"64999","healthcareiar","RoseAnnDeMoro"
"65000","BroMark13","RoseAnnDeMoro"
"65001","demfemme","fightfor15"
"65002","exposethetpp17","fightfor15"
"65003","aquart","chifightfor15"
"65004","demfemme","ILoveBernie1"
"65005","JessKerr16","SenWarren2020"
"65006","Blackgold347","RoseAnnDeMoro"
"65007","timkavanagh1200","fightfor15"
"65008","EcksLibris","RevMelanieNOLA"
"65009","CAJillybean","RoseAnnDeMoro"
"65010","Christ_ladyl","fightfor15"
"65011","CAJillybean","fightfor15"
"65012","demfemme","Show_Me15"
"65013","creneha","Fightfor15LA"
"65014","LA_Crystal","RoseAnnDeMoro"
"65015","SaveMain_St","RoseAnnDeMoro"
"65016","CharlesMunn1","jwjnational"
"65017","AFGELocal3239","fightfor15"
"65018","Xeno_saurus","fightfor15"
"65019","CoCannabisCo","fightfor15"
"65020","getenvy","RaiseUpMA"
"65021","kelleyawilliams","fightfor15"
"65022","__Reenie__","fightfor15"
"65023","Evo5_Starocean","H_C_T_N"
"65024","belley121","fightfor15"
"65025","leoluminary","fightfor15"
"65026","rjber15","fightfor15"
"65027","rjber15","Show_Me15"
"65028","wecespedes","RebootDNC"
"65029","BlogWood","fightfor15"
"65030","Forbrydelsenfan","scapelliti"
"65031","laserhaas01","ATLRaiseUp"
"65032","Forbrydelsenfan","scapelliti"
"65033","BendOve96005965","Fightfor15LA"
"65034","kelleyawilliams","chifightfor15"
"65035","creneha","RobinHoodTax"
"65036","NorCalFF15","fightfor15"
"65037","rjber15","fightfor15"
"65038","Fightfor15LA","fightfor15"
"65039","banditelli","fightfor15"
"65040","sierraclub","fightfor15"
"65041","People4Bernie","fightfor15"
"65042","leoluminary","squidartdotcom"
"65043","timkavanagh1200","RaiseUpfor15"
"65044","tnpmr","ATLRaiseUp"
"65045","DaleF3","ATLRaiseUp"
"65046","Just_Darrin","chifightfor15"
"65047","DiasporaConnect","fightfor15"
"65048","rabbetton","RoseAnnDeMoro"
"65049","simulator8","chifightfor15"
"65050","BitcoinBuddhist","chifightfor15"
"65051","fairtrade_Ervin","chifightfor15"
"65052","simulator8","ATLRaiseUp"
"65053","fairtrade_Ervin","chifightfor15"
"65054","EspeOppenheimer","chifightfor15"
"65055","RWwatchMA","fightfor15"
"65056","TheCliffC3","fightfor15"
"65057","fairtrade_Ervin","fightfor15"
"65058","fairtrade_Ervin","fightfor15"
"65059","onpage30","jwjnational"
"65060","erabrand","chifightfor15"
"65061","pinkyprancy","fightfor15"
"65062","WorkersRising","fightfor15"
"65063","FF15HomeCare","fightfor15"
"65064","FightFor15FL","fightfor15"
"65065","Show_Me15","fightfor15"
"65066","Detroit_15","fightfor15"
"65067","disruptivedigit","fightfor15"
"65068","LowPayIsNotOK","fightfor15"
"65069","LaborNerd","fightfor15"
"65070","ATLRaiseUp","fightfor15"
"65071","clrih9","RobinHoodTax"
"65072","RaiseUpfor15","fightfor15"
"65073","15andaUnion","fightfor15"
"65074","BernCalifornia","squidartdotcom"
"65075","FightFor15PA","fightfor15"
"65076","tbqff","fightfor15"
"65077","FightFor15WI","fightfor15"
